1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,17.a,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,version
19152,1,0,:Prefer not to answer,Friend or neighbor (word of mouth),5 to 10 years,Disabled,n/a,Russia,Russian,Low cholesterol,Satisfied,7 or more meals,100%,n/a,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Never true,Don't know,No,No,No,[List],Yes,Yes,Yes,No,Yes,n/a,A
19115,1,0,79:Woman,Flyer or Publication,5 to 10 years,Disabled,No,Ukraine,Russian,Low cholesterol,Satisfied,3-4 meals,75%,n/a,I have enough food to eat each month,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Never true,Don't know,No,No,No,Yes,Yes,Yes,No,No,Yes,n/a,A
19020,3,0,"77:Man,73:Woman,35:Man,",Friend or neighbor (word of mouth),More than 10 years,"Retired,Disabled",No,Ukraine,Russian,Low sugar (diabetic),Somewhat dissatisfied,1-2 meals,100%,n/a,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,[List],Almond Milk,"No, my food needs are not being met",The quantity of food I receive is not sufficient,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Don't know,Don't know,Don't know,Don't know,Don't know,[List],Yes,Yes,No,No,Yes,n/a,A
19115,2,0,"71:Man,66:Woman",Friend or neighbor (word of mouth),1 to 3 years,Retired,No,Ukraine,Russian,I have no special dietary needs,Satisfied,5-6 meals,75%,"tomato soup, too much pasta",n/a,No,,"Yes, my food needs are being met",n/a,Social Security,No,Never true,n/a,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19131,n/a,n/a,:Prefer not to answer,Friend or neighbor (word of mouth),1 to 3 years,Retired,n/a,Azerbaijan,Russian,I have no special dietary needs,Satisfied,5-6 meals,100%,cookes and crackers,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure",[List],n/a,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI),Energy Assistance (LIHEAP)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
18974,1,0,83:Woman,Internet search,5 to 10 years,"Unemployed,Retired",n/a,Ukraine,Russian,Gluten-free,Very satisfied,1-2 meals,75%,n/a,"I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",n/a,,"Yes, my food needs are being met",n/a,Food stamps (SNAP),No,Never true,Sometimes true,No,Don't know,No,[List],Yes,Yes,No,No,Yes,n/a,A
19115,n/a,n/a,:Prefer not to answer,Social worker,Less than one year,Unemployed,n/a,Ukraine,ukrainian,I have no special dietary needs,Satisfied,7 or more meals,100%,n/a,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,[List],Almond Milk,"Yes, my food needs are being met",n/a,Food stamps (SNAP),No,Often true,Often true,Don't know,Don't know,Don't know,No,n/a,n/a,No,n/a,Yes,n/a,A
19020,2,0,"85:Woman,91:Prefer not to answer",Friend or neighbor (word of mouth),1 to 3 years,Retired,No,Ukraine,Russian,"Low salt,Gluten-free",Very satisfied,5-6 meals,100%,n/a,I am able to pay my other bills (medical etc.),No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",n/a,Don't know,Sometimes true,No,Don't know,No,n/a,Yes,Yes,No,No,Yes,n/a,A
19116,2,0,"44:Woman,20:Woman",Flyer or Publication,1 to 3 years,Unemployed,Yes,Azerbaijan,Russian,I have no special dietary needs,Very satisfied,3-4 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food",[List],"Almond Milk,Coconut Milk,Rice Milk,Soy Milk","Yes, my food needs are being met",n/a,Unemployment,No,Never true,Don't know,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19116,1,0,:Prefer not to answer,Friend or neighbor (word of mouth),3 to 5 years,Retired,No,Russia,Russian,"Low salt,Low cholesterol,Low fat",Neutral,3-4 meals,50%,green color,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Mitzvah Food Program (food package)",No,Never true,Never true,n/a,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19115,2,0,"73:Prefer not to answer,75:Man",Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Ukraine,Russian,"Low salt,Low cholesterol",Satisfied,3-4 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.)",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI),Social Security",n/a,Sometimes true,Sometimes true,No,Don't know,No,[List],Yes,Yes,No,No,Yes,n/a,A
19020,4,0,"51:Woman,29:Man,22:Man,71:Woman",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,[List],Coconut Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Hot meals at KleinLife or Federation Housing,Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,n/a,A
19116,1,1,80:Woman,Friend or neighbor (word of mouth),5 to 10 years,n/a,n/a,Ukraine,Russian,"Low cholesterol,Low sugar (diabetic)",Very satisfied,7 or more meals,75%,cans and juice,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,n/a,Yes,n/a,A
19152,1,0,76:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,n/a,ussr,Russian,Low cholesterol,Satisfied,3-4 meals,50%,"rice, cans","I feel more food secure,I have access to more nutritious food",[List],Soy Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Hot meals at KleinLife or Federation Housing,PCA Services",No,Don't know,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19115,1,0,77:Woman,Friend or neighbor (word of mouth),1 to 3 years,Unemployed,n/a,Azerbaijan,Russian,"Low salt,Low cholesterol,Low sugar (diabetic),Gluten-free",Neutral,3-4 meals,75%,cereal and canned goods,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],"Almond Milk,Coconut Milk","No, my food needs are not being met",I have dietary restrictions (diabetes etc.),I do not receive benefits from other agencies or individuals,No,Sometimes true,Sometimes true,n/a,No,No,No,I do not identify as Jewish,Yes,No,No,Yes,n/a,A
19145,1,0,80:Woman,Friend or neighbor (word of mouth),3 to 5 years,Retired,n/a,Ukraine,Russian,I have no special dietary needs,Very satisfied,7 or more meals,100%,n/a,I am able to pay my other bills (medical etc.),[List],Coconut Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Cash Assistance (Welfare),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19116,1,0,88:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,Ukraine,Russian,I have no special dietary needs,Satisfied,1-2 meals,75%,n/a,I am able to pay my other bills (medical etc.),No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Hot meals at KleinLife or Federation Housing,Social Security",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,Thank you!,A
19115,1,0,:Woman,Friend or neighbor (word of mouth),3 to 5 years,"Disabled,Retired",n/a,Ukraine,Russian,I have no special dietary needs,Satisfied,3-4 meals,100%,n/a,"I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I have enough food to eat each month",No,,"Yes, my food needs are being met",The quantity of food I receive is not sufficient,"Food stamps (SNAP),Social Security",No,Sometimes true,Sometimes true,Don't know,No,No,[List],Yes,Yes,Yes,No,Yes,n/a,A
19116,2,0,"87:Man,75:Woman",Social worker,5 to 10 years,Retired,No,Russia,Russian,I have no special dietary needs,Satisfied,3-4 meals,100%,n/a,"I have enough food to eat each month,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,PCA Services",Yes,Don't know,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19115,1,0,73:Woman,n/a,Less than one year,Retired,No,Ukraine,Russian,I have no special dietary needs,Very satisfied,1-2 meals,100%,n/a,I have enough food to eat each month,[List],Almond Milk,"Yes, my food needs are being met",n/a,I do not receive benefits from other agencies or individuals,No,Often true,Sometimes true,No,Yes,Yes,[List],Yes,Yes,No,No,Yes,n/a,A
19152,1,0,96:Woman,Social worker,5 to 10 years,Retired,No,Russia,Russian,"Low cholesterol,Low fat,Gluten-free",Neutral,1-2 meals,25%,"pasta, tomato, tuna",I have enough food to eat each month,[List],Coconut Milk,"No, my food needs are not being met",I have dietary restrictions (diabetes etc.),Food stamps (SNAP),No,Never true,Never true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,Yes,Yes,n/a,A
19116,1,0,82:Man,Friend or neighbor (word of mouth),3 to 5 years,Disabled,n/a,Ukraine,Russian,"Low salt,Low cholesterol,Low fat",Satisfied,7 or more meals,100%,n/a,I have enough food to eat each month,[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Mitzvah Food Program (food package),PCA Services,Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19115,1,0,79:Woman,Friend or neighbor (word of mouth),3 to 5 years,Disabled,No,Ukraine,Russian,"Low salt,Low cholesterol",Satisfied,5-6 meals,n/a,n/a,"I have enough food to eat each month,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Mitzvah Food Program (food package),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,Never true,Don't know,No,No,Don't know,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19116,1,0,:Woman,Social worker,3 to 5 years,Unemployed,n/a,n/a,Russian,Low cholesterol,Satisfied,n/a,25%,n/a,"I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",n/a,Food stamps (SNAP),No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19152,1,0,82:Woman:Woman,Friend or neighbor (word of mouth),3 to 5 years,"Unemployed,Disabled",n/a,Russia,Russian,"Low cholesterol,Nut-free",Very satisfied,3-4 meals,50%,"Pasta, crackers","I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",n/a,,"Yes, my food needs are being met",Not always necessary example-sunflower seeds,"Food stamps (SNAP),Supplemental Security Income (SSI)",n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,No,No,Yes,"Too often I receive pasta, sunflower seeds, nuts and crackers. Thank you for everything!",A
19115,1,0,57:Woman,Friend or neighbor (word of mouth),3 to 5 years,Disabled,n/a,Russia,Russian,Low sugar (diabetic),Satisfied,5-6 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Coconut Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Mitzvah Food Program (food package),Supplemental Security Income (SSI),Energy Assistance (LIHEAP)",No,Never true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19152,1,0,70:Woman,Flyer or Publication,More than 10 years,Retired,n/a,Ukraine,Russian,I have no special dietary needs,Very satisfied,3-4 meals,100%,n/a,I have enough food to eat each month,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,No,n/a,Yes,n/a,A
19116,1,0,78:Man,Friend or neighbor (word of mouth),3 to 5 years,Retired,n/a,Russia,Russian,Low cholesterol,Satisfied,7 or more meals,75%,"canned fruit, beans",I am able to pay my other bills (medical etc.),[List],Soy Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19020,1,0,:Woman,Friend or neighbor (word of mouth),3 to 5 years,Disabled,n/a,Ukraine,Russian,Low sugar (diabetic),Satisfied,3-4 meals,75%,n/a,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",n/a,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",n/a,n/a,n/a,No,No,No,[List],Yes,Yes,n/a,No,Yes,n/a,A
18974,1,0,71:Woman,Friend or neighbor (word of mouth),More than 10 years,Disabled,No,Russia,Russian,I have no special dietary needs,Satisfied,3-4 meals,75%,Pasta,I am able to pay my other bills (medical etc.),No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),PCA Services,Supplemental Security Income (SSI)",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19020,1,0,:Woman,Friend or neighbor (word of mouth),More than 10 years,Disabled,n/a,Ukraine,Russian,"Low cholesterol,Nut-free",Satisfied,5-6 meals,50%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I have access to more nutritious food",n/a,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Kosher or other Meals on Wheels,Energy Assistance (LIHEAP),Social Security",n/a,Never true,n/a,No,No,No,[List],Yes,Yes,Yes,No,Yes,n/a,A
19115,2,0,"92:Woman,95:Man",Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Ukraine,Russian,"Low salt,Low cholesterol,Low sugar (diabetic)",Satisfied,5-6 meals,100%,n/a,I have enough food to eat each month,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Often true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19116,1,0,:Woman,n/a,3 to 5 years,Retired,n/a,Ukraine,Russian,I have no special dietary needs,Satisfied,1-2 meals,100%,n/a,I am able to pay my other bills (medical etc.),[List],n/a,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Cash Assistance (Welfare),Supplemental Security Income (SSI)",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19116,2,0,"88:Woman,87:Man",Social worker,3 to 5 years,Retired,No,Russia,Russian,Low salt,Very satisfied,3-4 meals,25%,n/a,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Jewish Family and Children’s Services (JFCS),Kosher or other Meals on Wheels,Supplemental Security Income (SSI),Energy Assistance (LIHEAP)",Yes,Don't know,Sometimes true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
18974,1,0,79:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,n/a,Russia,Russian,"Low salt,Low cholesterol,Low fat",Very satisfied,5-6 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food",n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,No,n/a,Yes,n/a,A
19116,4,1,"80:Woman,42:Woman,15:Man,80:Man",Friend or neighbor (word of mouth),1 to 3 years,"Retired,Disabled",No,Khazakstan,Russian,I have no special dietary needs,Satisfied,1-2 meals,100%,I like it all,"I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I have access to more nutritious food",[List],Coconut Milk,"Yes, my food needs are being met",The quantity of food I receive is not sufficient,Food stamps (SNAP),Yes,Often true,Often true,Yes:Almost every month,Yes,Yes,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19115,1,0,75:Woman,Friend or neighbor (word of mouth),5 to 10 years,Retired,n/a,Russia,Russian,I have no special dietary needs,Satisfied,3-4 meals,75%,n/a,"I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Sometimes true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19152,1,0,77:Prefer not to answer,Friend or neighbor (word of mouth),3 to 5 years,Retired,n/a,USSR,Russian,Low cholesterol,Satisfied,5-6 meals,75%,Soup,"I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Cash Assistance (Welfare)",No,Don't know,n/a,n/a,n/a,n/a,[List],n/a,n/a,n/a,n/a,n/a,n/a,A
19020,2,0,"93:Woman,90:Woman",Friend or neighbor (word of mouth),5 to 10 years,Retired,No,n/a,Russian,Low sugar (diabetic),Satisfied,5-6 meals,75%,Tuna in water,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Hot meals at KleinLife or Federation Housing,Supplemental Security Income (SSI),Energy Assistance (LIHEAP)",Yes,Never true,Sometimes true,No,No,No,[List],Yes,Yes,No,Yes,Yes,n/a,A
19020,1,0,75:Woman,Friend or neighbor (word of mouth),5 to 10 years,"Retired,Disabled",n/a,Ukraine,Russian,Low cholesterol,Satisfied,5-6 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I have access to more nutritious food,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Supplemental Security Income (SSI)",n/a,Don't know,n/a,n/a,Yes,n/a,[List],Yes,Yes,n/a,n/a,Yes,n/a,A
19020,1,0,:Prefer not to answer,Friend or neighbor (word of mouth),5 to 10 years,Retired,n/a,Ukraine,Russian,Low cholesterol,Satisfied,3-4 meals,75%,canned goods,I have enough food to eat each month,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,n/a,Yes,n/a,A
19020,1,0,85:Woman,Social worker,More than 10 years,Retired,No,Ukraine,Russian,Low sugar (diabetic),Satisfied,1-2 meals,75%,n/a,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],n/a,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,No,Yes,n/a,A
19116,2,0,:Prefer not to answer,Friend or neighbor (word of mouth),3 to 5 years,Disabled,No,Ukraine,Russian,Low sugar (diabetic),Satisfied,5-6 meals,100%,n/a,"I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I feel more food secure",[List],Soy Milk,"Yes, my food needs are being met",The quantity of food I receive is not sufficient,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Sometimes true,Sometimes true,No,n/a,No,No,I do not identify as Jewish,I do not identify as Jewish,No,Yes,Yes,n/a,A
19020,n/a,n/a,78:Woman,Friend or neighbor (word of mouth),5 to 10 years,Disabled,n/a,Russia,Russian,I have no special dietary needs,Very satisfied,5-6 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Jewish Family and Children’s Services (JFCS),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Often true,No,No,No,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19149,2,0,"82:Man,83:Woman",Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Ukraine,Russian,Low sugar (diabetic),Satisfied,3-4 meals,75%,Cans of tomato sauce,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure",[List],Soy Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,n/a,Yes,Yes,n/a,A
19115,2,0,"81:Man,79:Woman",Friend or neighbor (word of mouth),1 to 3 years,Retired,No,Ukraine,Russian,I have no special dietary needs,Satisfied,3-4 meals,75%,Not enough fresh produce,I am able to pay my other bills (medical etc.),No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Mitzvah Food Program (food package),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19111,1,0,80:Man,n/a,More than 10 years,Disabled,n/a,Ukraine,Russian,I have no special dietary needs,Very satisfied,1-2 meals,100%,n/a,I have enough food to eat each month,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19115,1,0,70:Man,Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Ukraine,Russian,I have no special dietary needs,Satisfied,5-6 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],n/a,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19131,1,0,82:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,Azerbaijan,Russian,Low sugar (diabetic),Satisfied,5-6 meals,50%,"canned goods, canned fruit",I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Energy Assistance (LIHEAP)",Yes,Never true,Don't know,No,No,No,No,n/a,I do not identify as Jewish,No,n/a,Yes,n/a,A
n/a,2,0,n/a,Social worker,Less than one year,Disabled,No,Kyrgystan,Russian,n/a,Satisfied,5-6 meals,75%,n/a,n/a,No,,"Yes, my food needs are being met",n/a,I do not receive benefits from other agencies or individuals,No,n/a,n/a,No,n/a,No,[List],Yes,Yes,No,n/a,Yes,n/a,A
19152,1,0,93:Man,Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Armenia,armenian,Low fat,Very satisfied,7 or more meals,100%,n/a,I have enough food to eat each month,[List],Coconut Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",Yes,Never true,Often true,No,No,No,No,n/a,Yes,No,No,Yes,n/a,A
18974,1,0,66:Woman,Friend or neighbor (word of mouth),5 to 10 years,Unemployed,No,Russia,Russian,Low sugar (diabetic),Very satisfied,3-4 meals,75%,i like all the products,"I have enough food to eat each month,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19124,1,0,54:Woman,Friend or neighbor (word of mouth),Less than one year,Employed,No,Dominican Republic,Spanish,"Low salt,Low cholesterol,Low fat,Low sugar (diabetic),Gluten-free",Very satisfied,7 or more meals,100%,"marinara spaghetti sauce, tomato sauce, sweet pears, cranberry sauce, macaroni product",I have enough food to eat each month,[List],Coconut Milk,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Jewish Family and Children’s Services (JFCS),I do not receive benefits from other agencies or individuals",No,Often true,Often true,Yes:Some months but not every month,No,No,No,Yes,I do not identify as Jewish,No,No,Yes,n/a,A
19053,1,0,73:Woman,Social worker,Less than one year,Retired,n/a,Germany,English,"Low salt,Gluten-free,Low fat",Very satisfied,3-4 meals,100%,i use all of them,I have enough food to eat each month,[List],Almond Milk,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,Yes,I thank you for all the food. I like all the different food you give me. thank you very much,A
19116,1,0,:Woman,Social worker,1 to 3 years,Retired,No,United States,English,I have no special dietary needs,Somewhat dissatisfied,1-2 meals,25%,"apple sauce, soup, tunas",n/a,No,,"No, my food needs are not being met","The quantity of food I receive is not sufficient,I do not like the food choices available","Food stamps (SNAP),Social Security",No,Sometimes true,Don't know,No,No,No,[List],No,No,No,No,Yes,n/a,A
19144,2,0,55:Woman,Flyer or Publication,1 to 3 years,"Unemployed,Disabled",No,United States,English,"Low sugar (diabetic),Low salt,Low cholesterol,Low fat",Very satisfied,5-6 meals,100%,n/a,"I have enough food to eat each month,I have access to more nutritious food,I feel more food secure",[List],"Almond Milk,Coconut Milk,Rice Milk","Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,No,I do not identify as Jewish,Yes,No,No,Yes,n/a,A
19129,1,0,59:Woman,Friend or neighbor (word of mouth),Less than one year,Disabled,No,n/a,English,I have no special dietary needs,Satisfied,3-4 meals,100%,n/a,I am able to pay my other bills (medical etc.),[List],"Almond Milk,Coconut Milk","Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Social Security",No,Sometimes true,Sometimes true,Yes:Almost every month,Yes,No,No,Yes,No,No,n/a,n/a,n/a,A
19115,1,0,60:Woman,Friend or neighbor (word of mouth),5 to 10 years,Disabled,No,United States,English,"Low salt,Low cholesterol,Low sugar (diabetic)",Satisfied,7 or more meals,100%,n/a,"I have enough food to eat each month,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",n/a,Food stamps (SNAP),No,Often true,Sometimes true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,n/a,A
19116,1,0,82:Woman,Friend or neighbor (word of mouth),3 to 5 years,Retired,n/a,Ukraine,Russian,Low cholesterol,Very satisfied,3-4 meals,100%,n/a,I have enough food to eat each month,No,,n/a,I am not able to prepare the food myself,Food stamps (SNAP),No,Never true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19020,2,0,"74:Man,74:Woman",n/a,3 to 5 years,"Retired,Disabled",No,n/a,Russian,I have no special dietary needs,Satisfied,1-2 meals,25%,n/a,I have enough food to eat each month,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,n/a,n/a,n/a,n/a,n/a,[List],n/a,No,No,No,Yes,n/a,A
